point.id,motherset,origin,original.label,diff.score,ground.truth,V,V.1,V.2,V.3,V.4,V.5,V.6,V.7
yeast_point_0001,yeast,multiclass,MIT,1.69621904430994e-83,nominal,0.581785238328295,0.888182075026017,-0.346528289888088,-0.956880020258829,-0.0975571210235601,-0.0990979900044263,-0.344059156193187,-0.527741404181574
yeast_point_0002,yeast,multiclass,MIT,2.24185293305322e-32,nominal,-0.510718507680465,1.37234842717685,-0.231148441964839,0.0642900691647089,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.527741404181574
yeast_point_0003,yeast,multiclass,MIT,4.41140238105499e-120,nominal,1.0187867367318,0.968876467051156,-0.115768594041589,-0.81099857891261,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.527741404181574
yeast_point_0004,yeast,multiclass,NUC,6.73590746517723e-47,nominal,0.581785238328295,-0.483622589401334,0.807270189344406,-0.956880020258829,-0.0975571210235601,-0.0990979900044263,0.694064438094897,-0.527741404181574
yeast_point_0005,yeast,multiclass,MIT,5.04284662104575e-51,nominal,-0.583552090747716,-0.483622589401334,-0.231148441964839,2.03368952733868,-0.0975571210235601,-0.0990979900044263,-0.344059156193187,-0.527741404181574
yeast_point_0006,yeast,multiclass,CYT,5.23797309906852e-57,anomaly,0.0719501568575404,-0.806400157501888,0.691890341421157,-0.66511713756639,-0.0975571210235601,6.50743467695733,-0.171038557145173,-0.527741404181574
yeast_point_0007,yeast,multiclass,MIT,2.29017965788288e-50,nominal,-0.000883426209710316,0.323321330850049,-0.231148441964839,2.83603745474288,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.527741404181574
yeast_point_0008,yeast,multiclass,NUC,1.22290880015274e-51,nominal,-0.146550592344212,-0.402928197376196,1.0380298851909,-0.44629497554706,-0.0975571210235601,-0.0990979900044263,1.38614683428695,0.599119378272319
yeast_point_0009,yeast,multiclass,MIT,1.15946182714448e-24,nominal,0.363284489126543,0.000543762749495573,1.84568882065365,0.720756555222698,-0.0975571210235601,-0.0990979900044263,-0.171038557145173,-0.527741404181574
yeast_point_0010,yeast,multiclass,CYT,8.43359910060076e-57,anomaly,-0.729219256882217,-0.887094549527026,1.15340973311415,-0.81099857891261,-0.0975571210235601,-0.0990979900044263,1.38614683428695,0.223499117454355
yeast_point_0011,yeast,multiclass,NUC,2.28569431662412e-33,nominal,-0.510718507680465,-0.887094549527026,0.461130645574658,-0.373354254873951,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.0582160781591182
yeast_point_0012,yeast,multiclass,NUC,4.6568489116722e-93,nominal,-0.583552090747716,-1.0484833335773,1.0380298851909,-0.44629497554706,-0.0975571210235601,-0.0990979900044263,0.348023239998869,0.129594052249864
yeast_point_0013,yeast,multiclass,CYT,6.87680465783912e-57,anomaly,-0.729219256882217,-0.645011373451611,0.807270189344406,0.647815834549588,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.246026208568101
yeast_point_0014,yeast,multiclass,MIT,1.263757602931e-52,nominal,0.727452404462796,-0.806400157501888,0.230370949728159,1.4501637619538,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.527741404181574
yeast_point_0015,yeast,multiclass,MIT,8.91523827672034e-77,nominal,1.1644539028663,0.404015722875188,-0.577287985734587,-0.51923569622017,-0.0975571210235601,-0.0990979900044263,-0.690100354289214,-0.527741404181574
yeast_point_0016,yeast,multiclass,CYT,3.45617985669454e-76,anomaly,-0.292217758478713,-0.483622589401334,0.230370949728159,-1.10276146160505,-0.0975571210235601,-0.0990979900044263,0.00198204190284105,-0.527741404181574
yeast_point_0017,yeast,multiclass,CYT,1.73552773855618e-66,anomaly,-0.219384175411463,-0.887094549527026,-0.000388746118339812,-1.10276146160505,-0.0975571210235601,-0.0990979900044263,-0.171038557145173,1.16254976949927
yeast_point_0018,yeast,multiclass,NUC,3.59973821345112e-26,nominal,0.581785238328295,-0.24153941332592,0.461130645574658,-1.10276146160505,-0.0975571210235601,-0.0990979900044263,0.175002640950855,-0.152121143363609
yeast_point_0019,yeast,multiclass,NUC,4.58852790856084e-11,nominal,-0.000883426209710316,-1.29056650965272,0.576510493497908,-0.373354254873951,-0.0975571210235601,-0.0990979900044263,-0.171038557145173,-0.527741404181574
yeast_point_0020,yeast,multiclass,NUC,2.74922241606317e-37,nominal,0.800285987530047,0.807487683000879,0.576510493497908,-0.373354254873951,-0.0975571210235601,-0.0990979900044263,0.00198204190284105,-0.246026208568101
yeast_point_0021,yeast,multiclass,CYT,3.19811686664349e-115,anomaly,-0.365051341545964,-0.806400157501888,-0.000388746118339812,-0.7380578582395,-0.0975571210235601,-0.0990979900044263,0.00198204190284105,-0.527741404181574
yeast_point_0022,yeast,multiclass,CYT,6.96355699615771e-154,anomaly,-0.510718507680465,-0.483622589401334,-0.231148441964839,-0.300413534200841,-0.0975571210235601,-0.0990979900044263,0.175002640950855,-0.527741404181574
yeast_point_0023,yeast,multiclass,CYT,1.58764046244927e-56,anomaly,1.67428898433706,1.04957085907629,-0.923427529504335,0.283112231184038,-0.0975571210235601,-0.0990979900044263,-0.171038557145173,-0.527741404181574
yeast_point_0024,yeast,multiclass,CYT,2.64536736384329e-27,anomaly,-0.510718507680465,0.242626938824911,0.230370949728159,-0.956880020258829,-0.0975571210235601,-0.0990979900044263,0.867085037142911,-0.527741404181574
yeast_point_0025,yeast,multiclass,CYT,2.08590644791671e-56,anomaly,-0.292217758478713,0.242626938824911,0.230370949728159,-0.81099857891261,-0.0975571210235601,-0.0990979900044263,1.38614683428695,-0.527741404181574
yeast_point_0026,yeast,multiclass,MIT,2.29413877738779e-43,nominal,0.0719501568575404,0.081238154774634,0.230370949728159,1.81486736531935,-0.0975571210235601,-0.0990979900044263,0.694064438094897,-0.527741404181574
yeast_point_0027,yeast,multiclass,CYT,5.41485425439014e-57,anomaly,0.654618821395546,-0.402928197376196,0.345750797651409,-0.51923569622017,-0.0975571210235601,-0.0990979900044263,1.55916743333497,-0.0582160781591182
yeast_point_0028,yeast,multiclass,CYT,1.31585971906682e-34,anomaly,0.508951655261044,-0.24153941332592,1.15340973311415,-0.59217641689328,-0.0975571210235601,-0.0990979900044263,0.175002640950855,-0.527741404181574
